기준년도,학교명,본분교명,설립유형,전임교원 1인당 연구비(교내),전임교원 1인당 연구비(교외)
2010,경남대학교,본교,사립,2072.7,22940.2
2010,경동대학교,본교,사립,0.0,5191.1
2010,경북외국어대학교,본교,사립,0.0,0.0
2010,경성대학교,본교,사립,4247.2,20156.9
2010,경운대학교,본교,사립,1529.2,4171.9
2010,경원대학교,본교,사립,7182.4,47967.7
2010,경일대학교,본교,사립,2215.0,8538.2
2010,경주대학교,본교,사립,0.0,6808.4
2010,경희대학교,본교,사립,15777.5,59559.1
2010,경희사이버대학교,본교,사립,248.7,3394.2
2010,계명대학교,본교,사립,2757.0,22020.7
2010,고려대학교,본교,사립,6869.5,117194.9
2010,고려사이버대학교,본교,사립,0.0,2050.0
2010,고신대학교,본교,사립,1442.3,9344.1
2010,관동대학교,본교,사립,321.1,12527.0
2010,광신대학교,본교,사립,800.0,0.0
2010,광운대학교,본교,사립,9279.2,99910.4
2010,광주가톨릭대학교,본교,사립,0.0,0.0
2010,광주대학교,본교,사립,2283.0,28357.2
2010,광주여자대학교,본교,사립,1516.0,6422.5
2010,국민대학교,본교,사립,6170.6,76536.7
2010,국제사이버대학교,본교,사립,0.0,0.0
2010,극동대학교,본교,사립,106.4,10067.2
2010,글로벌사이버대학교,본교,사립,0.0,5500.0
2010,금강대학교,본교,사립,5769.2,33615.4
2010,김천대학교,본교,사립,0.0,793.0
2010,꽃동네대학교,본교,사립,2523.8,5619.0
2010,나사렛대학교,본교,사립,1561.1,4239.3
2010,남부대학교,본교,사립,0.0,5757.6
2010,남서울대학교,본교,사립,2073.9,11154.1
2010,단국대학교,본교,사립,6789.8,48551.1
2010,대구가톨릭대학교,본교,사립,3343.4,21211.8
2010,대구대학교,본교,사립,3669.6,17745.0
2010,대구사이버대학교,본교,사립,0.0,0.0
2010,대구예술대학교,본교,사립,0.0,257.4
2010,대구외국어대학교,본교,사립,0.0,0.0
2010,대구한의대학교,본교,사립,2802.8,24974.4
2010,대불대학교,본교,사립,576.3,12882.5
2010,대신대학교,본교,사립,151.5,0.0
2010,대전가톨릭대학교,본교,사립,216.7,0.0
2010,대전대학교,본교,사립,762.2,21350.5
2010,대전신학대학교,본교,사립,909.1,0.0
2010,대진대학교,본교,사립,3151.6,13092.0
2010,덕성여자대학교,본교,사립,5603.3,15955.5
2010,동국대학교,본교,사립,3942.2,58449.7
2010,동덕여자대학교,본교,사립,1564.2,4021.5
2010,동명대학교,본교,사립,301.3,15492.2
2010,동서대학교,본교,사립,8380.7,11374.2
2010,동신대학교,본교,사립,1672.3,41868.8
2010,동아대학교,본교,사립,4196.9,37195.8
2010,동양대학교,본교,사립,169.5,14250.6
2010,동의대학교,본교,사립,6828.3,30148.7
2010,디지털서울문화예술대학교,본교,사립,0.0,1250.0
2010,루터대학교,본교,사립,0.1,1258.9
2010,명신대학교,본교,사립,0.0,0.0
2010,명지대학교,본교,사립,2901.1,139653.2
2010,목원대학교,본교,사립,2302.1,4632.7
2010,목포가톨릭대학교,본교,사립,333.3,2444.4
2010,배재대학교,본교,사립,945.9,17857.6
2010,백석대학교,본교,사립,45.0,2931.7
2010,부산가톨릭대학교,본교,사립,1065.4,3036.9
2010,부산디지털대학교,본교,사립,0.0,0.0
2010,부산외국어대학교,본교,사립,3051.3,11950.7
2010,부산장신대학교,본교,사립,1244.1,808.8
2010,사이버한국외국어대학교,본교,사립,0.0,0.0
2010,삼육대학교,본교,사립,3668.6,21500.7
2010,상명대학교,본교,사립,1595.0,32926.3
2010,상지대학교,본교,사립,2156.3,19589.2
2010,서강대학교,본교,사립,10306.5,154357.5
2010,서경대학교,본교,사립,505.2,7921.7
2010,서남대학교,본교,사립,0.0,3457.5
2010,서울기독대학교,본교,사립,200.0,333.3
2010,서울디지털대학교,본교,사립,0.0,1076.2
2010,서울사이버대학교,본교,사립,0.0,1813.2
2010,서울신학대학교,본교,사립,201.2,329.3
2010,서울여자대학교,본교,사립,4608.2,36655.4
2010,서울장신대학교,본교,사립,2215.3,1451.1
2010,서울한영대학교,본교,사립,0.0,243.9
2010,서원대학교,본교,사립,3003.4,7800.0
2010,선교청대학교,본교,사립,0.0,0.0
2010,선문대학교,본교,사립,2085.9,28048.3
2010,성결대학교,본교,사립,1748.6,1271.5
2010,성공회대학교,본교,사립,775.7,17857.3
2010,성균관대학교,본교,사립,9051.9,138131.3
2010,성신여자대학교,본교,사립,3604.3,13434.9
2010,세명대학교,본교,사립,445.9,13425.5
2010,세종대학교,본교,사립,6201.8,80044.1
2010,세종사이버대학교,본교,사립,489.3,3768.4
2010,수원가톨릭대학교,본교,사립,3066.7,4200.0
2010,수원대학교,본교,사립,0.0,14723.5
2010,숙명여자대학교,본교,사립,7948.0,29415.4
2010,순복음총회신학교,본교,사립,0.0,0.0
2010,순천향대학교,본교,사립,2614.5,20081.6
2010,숭실대학교,본교,사립,5216.6,45745.8
2010,숭실사이버대학교,본교,사립,0.0,4033.3
2010,신경대학교,본교,사립,0.0,0.0
2010,신라대학교,본교,사립,2292.2,6018.8
2010,아세아연합신학대학교,본교,사립,383.3,0.0
2010,아주대학교,본교,사립,11454.9,109033.5
2010,안양대학교,본교,사립,386.1,11258.2
2010,연세대학교,본교,사립,12155.2,185072.4
2010,열린사이버대학교,본교,사립,0.0,500.0
2010,영남대학교,본교,사립,8845.5,64893.7
2010,영남신학대학교,본교,사립,2607.4,1383.3
2010,영동대학교,본교,사립,0.0,4269.5
2010,영산대학교,본교,사립,0.0,2554.4
2010,영산선학대학교,본교,사립,0.0,0.0
2010,예수대학교,본교,사립,916.7,3522.5
2010,예원예술대학교,본교,사립,0.0,0.0
2010,용인대학교,본교,사립,422.2,12932.2
2010,우석대학교,본교,사립,728.3,29074.9
2010,우송대학교,본교,사립,1036.5,18290.8
2010,울산대학교,본교,사립,3291.1,42765.0
2010,원광대학교,본교,사립,5175.0,26604.7
2010,원광디지털대학교,본교,사립,413.5,0.0
2010,위덕대학교,본교,사립,1127.5,10319.6
2010,을지대학교,본교,사립,306.7,8535.8
2010,이화여자대학교,본교,사립,9800.0,87412.2
2010,인제대학교,본교,사립,3339.7,50659.4
2010,인천가톨릭대학교,본교,사립,0.0,0.0
2010,인하대학교,본교,사립,7858.7,100240.0
2010,장로회신학대학교,본교,사립,3534.6,2026.7
2010,전주대학교,본교,사립,4010.8,44328.8
2010,정석대학,본교,사립,0.0,0.0
2010,조선대학교,본교,사립,8958.4,41844.3
2010,중부대학교,본교,사립,331.0,2905.7
2010,중앙대학교,본교,사립,12323.9,65483.7
2010,중앙승가대학교,본교,사립,0.0,0.0
2010,중원대학교,본교,사립,46.8,1005.8
2010,차의과학대학교,본교,사립,1871.5,22663.4
2010,청운대학교,본교,사립,1510.6,23337.6
2010,청주대학교,본교,사립,5536.2,18507.8
2010,초당대학교,본교,사립,66.7,7292.7
2010,총신대학교,본교,사립,1652.2,1305.4
2010,추계예술대학교,본교,사립,122.4,204.1
2010,침례신학대학교,본교,사립,1377.6,1721.4
2010,칼빈대학교,본교,사립,0.0,0.0
2010,탐라대학교,본교,사립,0.0,867.5
2010,평택대학교,본교,사립,230.8,2358.8
2010,포항공과대학교,본교,사립,31628.1,576147.2
2010,한국국제대학교,본교,사립,202.7,23183.6
2010,한국기술교육대학교,본교,사립,10900.3,95840.1
2010,한국산업기술대학교,본교,사립,3786.5,163439.4
2010,한국성서대학교,본교,사립,775.0,972.2
2010,한국외국어대학교,본교,사립,3979.6,12680.6
2010,한국항공대학교,본교,사립,7663.0,133934.3
2010,한남대학교,본교,사립,11417.7,34792.3
2010,한동대학교,본교,사립,1352.9,30234.3
2010,한라대학교,본교,사립,212.9,7422.9
2010,한려대학교,본교,사립,0.0,386.3
2010,한림대학교,본교,사립,1481.2,23373.0
2010,한민학교,본교,사립,0.0,0.0
2010,한북대학교,본교,사립,0.0,186.4
2010,한서대학교,본교,사립,2142.6,26223.3
2010,한성대학교,본교,사립,7702.1,14953.7
2010,한세대학교,본교,사립,238.9,6238.2
2010,한신대학교,본교,사립,2844.2,8663.9
2010,한양대학교,본교,사립,13008.0,123489.7
2010,한양사이버대학교,본교,사립,1733.3,6186.8
2010,한일장신대학교,본교,사립,162.7,2000.0
2010,한중대학교,본교,사립,0.0,0.0
2010,협성대학교,본교,사립,1555.9,14768.0
2010,호남대학교,본교,사립,351.5,10959.3
2010,호남신학대학교,본교,사립,3131.7,1500.0
2010,호서대학교,본교,사립,19824.9,35799.0
2010,호원대학교,본교,사립,1816.3,11365.3
2010,홍익대학교,본교,사립,3970.0,23884.9
2010,화신사이버대학교,본교,사립,0.0,0.0
2011,가천대학교,본교,사립,2562.5,46340.4
2011,가톨릭대학교,본교,사립,11309.6,47304.0
2011,감리교신학대학교,본교,사립,0.0,1996.6
2011,강남대학교,본교,사립,1395.1,7579.8
2011,강서대학교,본교,사립,1111.1,582.4
2011,건국대학교,본교,사립,7240.4,91120.3
2011,건동대학교,본교,사립,0.0,0.0
2011,건양대학교,본교,사립,176.5,11123.3
2011,건양사이버대학교,본교,사립,0.0,0.0
2011,경기대학교,본교,사립,2497.5,30613.5
2011,경남대학교,본교,사립,1621.6,18496.0
2011,경동대학교,본교,사립,47.6,1081.4
2011,경북외국어대학교,본교,사립,0.0,0.0
2011,경성대학교,본교,사립,3469.9,16948.3
2011,경운대학교,본교,사립,1356.1,6864.9
2011,경일대학교,본교,사립,3088.2,11612.8
2011,경주대학교,본교,사립,0.0,5717.5
2011,경희대학교,본교,사립,19616.7,72219.7
2011,경희사이버대학교,본교,사립,2510.6,6730.7
2011,계명대학교,본교,사립,5294.2,22971.6
2011,고려대학교,본교,사립,7386.1,119730.7
2011,고려사이버대학교,본교,사립,0.0,3834.6
2011,고신대학교,본교,사립,1498.0,2161.9
2011,관동대학교,본교,사립,467.3,10921.2
2011,광신대학교,본교,사립,877.8,666.7
2011,광운대학교,본교,사립,10907.6,111280.8
2011,광주가톨릭대학교,본교,사립,0.0,0.0
2011,광주대학교,본교,사립,1301.2,16748.3
2011,광주여자대학교,본교,사립,1884.3,8436.8
2011,국민대학교,본교,사립,5743.6,76871.6
2011,국제사이버대학교,본교,사립,13.3,0.0
2011,극동대학교,본교,사립,0.0,4453.1
2011,글로벌사이버대학교,본교,사립,0.0,5714.3
2011,금강대학교,본교,사립,4482.8,29776.7
2011,김천대학교,본교,사립,0.0,478.3
2011,꽃동네대학교,본교,사립,1238.1,238.1
2011,나사렛대학교,본교,사립,1449.1,1621.8
2011,남부대학교,본교,사립,33.3,8987.9
2011,남서울대학교,본교,사립,3496.8,8956.7
2011,단국대학교,본교,사립,5735.2,51080.6
2011,대구가톨릭대학교,본교,사립,3002.1,20165.2
2011,대구대학교,본교,사립,3791.7,13988.2
2011,대구사이버대학교,본교,사립,0.0,384.6
2011,대구예술대학교,본교,사립,0.0,543.1
2011,대구외국어대학교,본교,사립,0.0,0.0
2011,대구한의대학교,본교,사립,4047.8,32828.4
2011,대신대학교,본교,사립,155.2,0.0
2011,대전가톨릭대학교,본교,사립,442.9,0.0
2011,대전대학교,본교,사립,1502.9,17902.0
2011,대전신학대학교,본교,사립,705.5,0.0
2011,대진대학교,본교,사립,3028.6,15597.6
2011,덕성여자대학교,본교,사립,5993.3,26117.4
2011,동국대학교,본교,사립,7275.6,52481.4
2011,동덕여자대학교,본교,사립,1553.2,8377.7
2011,동명대학교,본교,사립,867.7,13031.9
2011,동서대학교,본교,사립,648.6,11239.8
2011,동신대학교,본교,사립,1203.4,23476.5
2011,동아대학교,본교,사립,3071.9,30468.9
2011,동양대학교,본교,사립,0.0,6063.5
2011,동의대학교,본교,사립,6496.2,29920.1
2011,디지털서울문화예술대학교,본교,사립,148.1,0.0
2011,루터대학교,본교,사립,0.0,953.8
2011,명지대학교,본교,사립,2556.7,176846.3
2011,목원대학교,본교,사립,2319.4,5831.7
2011,목포가톨릭대학교,본교,사립,1333.3,388.9
2011,배재대학교,본교,사립,995.4,21272.8
2011,백석대학교,본교,사립,171.5,3332.9
2011,부산가톨릭대학교,본교,사립,921.3,3112.5
2011,부산디지털대학교,본교,사립,178.9,894.7
2011,부산외국어대학교,본교,사립,2727.8,10368.8
2011,부산장신대학교,본교,사립,1258.3,916.7
2011,사이버한국외국어대학교,본교,사립,0.0,0.0
2011,삼육대학교,본교,사립,3348.3,9697.7
2011,상명대학교,본교,사립,1504.4,31614.2
2011,상지대학교,본교,사립,1638.0,24299.6
2011,서강대학교,본교,사립,9497.2,172178.2
2011,서경대학교,본교,사립,408.2,9328.9
2011,서남대학교,본교,사립,0.0,4317.3
2011,서울기독대학교,본교,사립,1200.0,2318.3
2011,서울디지털대학교,본교,사립,0.0,2526.4
2011,서울사이버대학교,본교,사립,0.0,461.1
2011,서울신학대학교,본교,사립,1062.4,175.3
2011,서울여자대학교,본교,사립,5955.0,27725.8
2011,서울장신대학교,본교,사립,1562.5,889.4
2011,서울한영대학교,본교,사립,0.0,835.4
2011,서원대학교,본교,사립,2182.2,8432.8
2011,선교청대학교,본교,사립,0.0,0.0
2011,선문대학교,본교,사립,1250.1,28091.6
2011,성결대학교,본교,사립,1720.7,667.0
2011,성공회대학교,본교,사립,400.0,27166.7
2011,성균관대학교,본교,사립,17200.5,126013.9
2011,성신여자대학교,본교,사립,3592.6,13863.8
2011,세명대학교,본교,사립,371.4,13641.7
2011,세종대학교,본교,사립,6452.3,93879.5
2011,세종사이버대학교,본교,사립,0.0,2465.8
2011,세한대학교,본교,사립,328.5,10366.0
2011,송원대학교,본교,사립,0.0,450.5
2011,수원가톨릭대학교,본교,사립,4064.3,0.0
2011,수원대학교,본교,사립,1296.6,21861.6
2011,숙명여자대학교,본교,사립,9351.2,24986.2
2011,순복음총회신학교,본교,사립,0.0,0.0
2011,순천향대학교,본교,사립,2966.1,17455.9
2011,숭실대학교,본교,사립,3342.7,54060.9
2011,숭실사이버대학교,본교,사립,0.0,1517.2
2011,신경대학교,본교,사립,0.0,0.0
2011,신라대학교,본교,사립,2171.5,9751.3
2011,아세아연합신학대학교,본교,사립,1609.4,0.0
2011,아주대학교,본교,사립,6597.5,111050.4
2011,안양대학교,본교,사립,1012.3,16590.5
2011,연세대학교,본교,사립,8349.7,173119.8
2011,열린사이버대학교,본교,사립,0.0,2052.6
2011,영남대학교,본교,사립,8651.5,76496.1
2011,영남신학대학교,본교,사립,3025.9,885.2
2011,영동대학교,본교,사립,57.4,11750.8
2011,영산대학교,본교,사립,2136.6,4020.3
2011,영산선학대학교,본교,사립,0.0,0.0
2011,예수대학교,본교,사립,854.2,2069.4
2011,예원예술대학교,본교,사립,0.0,980.4
2011,용인대학교,본교,사립,298.6,8505.9
2011,우석대학교,본교,사립,1191.2,32463.2
2011,우송대학교,본교,사립,968.0,5893.0
2011,울산대학교,본교,사립,4109.5,45989.4
2011,원광대학교,본교,사립,5237.2,27753.2
2011,원광디지털대학교,본교,사립,357.1,0.0
2011,위덕대학교,본교,사립,304.8,15926.0
2011,을지대학교,본교,사립,795.4,4741.8
2011,이화여자대학교,본교,사립,10683.6,104721.4
2011,인제대학교,본교,사립,6021.6,39316.4
2011,인천가톨릭대학교,본교,사립,0.0,0.0
2011,인하대학교,본교,사립,9713.1,100102.5
2011,장로회신학대학교,본교,사립,225.6,1089.3
2011,전주대학교,본교,사립,2287.3,42111.7
2011,정석대학,본교,사립,0.0,0.0
2011,제주국제대학교,본교,사립,0.0,3508.1
2011,조선대학교,본교,사립,6839.3,31869.5
2011,중부대학교,본교,사립,249.8,7842.8
2011,중앙대학교,본교,사립,10377.0,72005.4
2011,중앙승가대학교,본교,사립,0.0,0.0
2011,중원대학교,본교,사립,69.0,3635.0
2011,차의과학대학교,본교,사립,831.0,22987.5
2011,청운대학교,본교,사립,1815.6,17058.4
2011,청주대학교,본교,사립,6960.9,20216.0
2011,초당대학교,본교,사립,135.6,9726.2
2011,총신대학교,본교,사립,1543.5,1212.8
2011,추계예술대학교,본교,사립,519.2,566.5
2011,침례신학대학교,본교,사립,2358.5,1551.1
2011,칼빈대학교,본교,사립,0.0,0.0
2011,평택대학교,본교,사립,217.4,7621.5
2011,포항공과대학교,본교,사립,60720.9,735938.7
2011,한국국제대학교,본교,사립,126.8,8883.3
2011,한국기술교육대학교,본교,사립,10879.6,117947.6
2011,한국산업기술대학교,본교,사립,4265.5,172442.6
2011,한국성서대학교,본교,사립,1293.8,296.1
2011,한국외국어대학교,본교,사립,5503.9,17501.3
2011,한국항공대학교,본교,사립,4471.9,172175.0
2011,한남대학교,본교,사립,3951.7,34673.9
2011,한동대학교,본교,사립,1338.8,31397.7
2011,한라대학교,본교,사립,1068.2,4863.6
2011,한려대학교,본교,사립,0.0,413.0
2011,한림대학교,본교,사립,2059.1,26147.7
2011,한민학교,본교,사립,0.0,0.0
2011,한북대학교,본교,사립,0.0,491.3
2011,한서대학교,본교,사립,3652.0,33356.3
2011,한성대학교,본교,사립,6315.3,8258.8
2011,한세대학교,본교,사립,2316.8,4404.8
2011,한신대학교,본교,사립,1013.9,12820.9
2011,한양대학교,본교,사립,9468.1,125287.6
2011,한양사이버대학교,본교,사립,3682.4,2504.9
2011,한일장신대학교,본교,사립,822.8,3902.0
2011,한중대학교,본교,사립,0.0,0.0
2011,협성대학교,본교,사립,1595.5,3893.8
2011,호남대학교,본교,사립,2493.3,15578.0
2011,호남신학대학교,본교,사립,2373.4,706.3
2011,호서대학교,본교,사립,5634.5,35010.1
2011,호원대학교,본교,사립,701.0,7536.8
2011,홍익대학교,본교,사립,6323.8,24395.5
2011,화신사이버대학교,본교,사립,0.0,0.0
2012,가천대학교,본교,사립,1560.9,33990.2
2012,가톨릭대학교,본교,사립,13096.6,44330.8
2012,감리교신학대학교,본교,사립,0.0,2460.5
2012,강남대학교,본교,사립,1409.9,7066.7
2012,강서대학교,본교,사립,591.8,534.9
2012,건국대학교,본교,사립,5076.8,105918.1
2012,건양대학교,본교,사립,184.1,9835.3
2012,건양사이버대학교,본교,사립,0.0,0.0
2012,경기대학교,본교,사립,3158.6,31591.0
2012,경남대학교,본교,사립,2053.5,24607.3
2012,경동대학교,본교,사립,1000.0,4451.2
2012,경성대학교,본교,사립,2995.6,17317.1
2012,경운대학교,본교,사립,1221.6,6972.5
2012,경일대학교,본교,사립,2855.1,13880.5
2012,경주대학교,본교,사립,0.0,6195.1
2012,경희대학교,본교,사립,13126.4,72629.2
2012,경희사이버대학교,본교,사립,0.0,4733.9
2012,계명대학교,본교,사립,4354.3,18020.3
2012,고려대학교,본교,사립,9884.5,135187.4
2012,고려사이버대학교,본교,사립,0.0,5455.0
2012,고신대학교,본교,사립,1367.8,3333.6
2012,관동대학교,본교,사립,704.8,10743.4
2012,광신대학교,본교,사립,714.9,0.0
2012,광운대학교,본교,사립,9368.2,86528.1
2012,광주가톨릭대학교,본교,사립,0.0,0.0
2012,광주대학교,본교,사립,506.7,5293.6
2012,광주여자대학교,본교,사립,1573.5,8412.3
2012,국민대학교,본교,사립,5954.0,50334.1
2012,국제사이버대학교,본교,사립,0.0,0.0
2012,극동대학교,본교,사립,17.0,5275.5
2012,글로벌사이버대학교,본교,사립,0.0,5714.3
2012,금강대학교,본교,사립,4660.0,27677.9
2012,김천대학교,본교,사립,0.0,223.1
2012,꽃동네대학교,본교,사립,1739.1,0.0
2012,나사렛대학교,본교,사립,0.0,3647.3
2012,남부대학교,본교,사립,210.7,10250.2
2012,남서울대학교,본교,사립,3595.7,8151.4
2012,단국대학교,본교,사립,6839.7,58232.0
2012,대구가톨릭대학교,본교,사립,2939.4,20495.2
2012,대구대학교,본교,사립,3980.3,15565.5
2012,대구사이버대학교,본교,사립,0.0,370.4
2012,대구예술대학교,본교,사립,0.0,1306.6
2012,대구외국어대학교,본교,사립,0.0,0.0
2012,대구한의대학교,본교,사립,3845.4,26183.1
2012,대신대학교,본교,사립,174.1,0.0
2012,대전가톨릭대학교,본교,사립,300.0,0.0
2012,대전대학교,본교,사립,1049.0,21637.2
2012,대전신학대학교,본교,사립,1342.3,0.0
2012,대진대학교,본교,사립,4110.2,11843.7
2012,덕성여자대학교,본교,사립,6625.8,33287.1
2012,동국대학교,본교,사립,8515.9,72040.1
2012,동덕여자대학교,본교,사립,1784.2,6106.1
2012,동명대학교,본교,사립,1081.4,13107.4
2012,동서대학교,본교,사립,865.6,8777.8
2012,동신대학교,본교,사립,268.6,12146.9
2012,동아대학교,본교,사립,3864.2,28663.4
2012,동양대학교,본교,사립,0.0,8634.6
2012,동의대학교,본교,사립,4851.4,30217.1
2012,디지털서울문화예술대학교,본교,사립,185.2,259.3
2012,루터대학교,본교,사립,0.0,0.0
2012,명지대학교,본교,사립,897.6,156049.7
2012,목원대학교,본교,사립,2567.9,7965.0
2012,목포가톨릭대학교,본교,사립,1000.0,0.0
2012,배재대학교,본교,사립,490.2,11535.3
2012,백석대학교,본교,사립,363.4,3220.0
2012,부산가톨릭대학교,본교,사립,1356.6,6283.1
2012,부산디지털대학교,본교,사립,0.0,2840.0
2012,부산외국어대학교,본교,사립,2835.1,10029.1
2012,부산장신대학교,본교,사립,1818.2,3426.8
2012,사이버한국외국어대학교,본교,사립,0.0,0.0
2012,삼육대학교,본교,사립,3380.4,9360.0
2012,상명대학교,본교,사립,2898.2,29524.3
2012,상지대학교,본교,사립,2761.9,25422.7
2012,서강대학교,본교,사립,7539.9,144113.4
2012,서경대학교,본교,사립,1154.2,13045.5
2012,서남대학교,본교,사립,0.0,3756.5
2012,서울기독대학교,본교,사립,1125.0,928.8
2012,서울디지털대학교,본교,사립,0.0,2249.1
2012,서울사이버대학교,본교,사립,0.0,1139.7
2012,서울신학대학교,본교,사립,442.7,1489.6
2012,서울여자대학교,본교,사립,5822.5,25695.0
2012,서울장신대학교,본교,사립,430.6,912.9
2012,서울한영대학교,본교,사립,634.1,2229.8
2012,서원대학교,본교,사립,1877.3,8107.1
2012,선문대학교,본교,사립,1973.3,24383.2
2012,성결대학교,본교,사립,1199.0,2465.0
2012,성공회대학교,본교,사립,0.0,38493.9
2012,성균관대학교,본교,사립,18938.8,125380.8
2012,성신여자대학교,본교,사립,4537.1,20368.3
2012,세명대학교,본교,사립,1884.4,18288.6
2012,세종대학교,본교,사립,5479.4,94014.4
2012,세종사이버대학교,본교,사립,0.0,631.9
2012,세한대학교,본교,사립,260.0,12340.8
2012,송원대학교,본교,사립,0.0,0.0
2012,수원가톨릭대학교,본교,사립,1221.4,250.0
2012,수원대학교,본교,사립,1518.9,19846.6
2012,숙명여자대학교,본교,사립,10044.0,28124.7
2012,순복음총회신학교,본교,사립,0.0,0.0
2012,순천향대학교,본교,사립,903.4,17948.8
2012,숭실대학교,본교,사립,4302.6,61263.4
2012,숭실사이버대학교,본교,사립,0.0,1966.7
2012,신경대학교,본교,사립,0.0,0.0
2012,신라대학교,본교,사립,2137.6,9821.2
2012,아세아연합신학대학교,본교,사립,1703.9,0.0
2012,아주대학교,본교,사립,10672.9,115410.8
2012,안양대학교,본교,사립,472.9,18667.7
2012,연세대학교,본교,사립,6098.6,194173.4
2012,열린사이버대학교,본교,사립,0.0,0.0
2012,영남대학교,본교,사립,8494.9,64684.7
2012,영남신학대학교,본교,사립,2257.1,882.1
2012,영동대학교,본교,사립,1476.6,6598.5
2012,영산대학교,본교,사립,2144.7,4989.0
2012,영산선학대학교,본교,사립,0.0,0.0
2012,예수대학교,본교,사립,1104.2,20468.7
2012,예원예술대학교,본교,사립,0.0,403.8
2012,용인대학교,본교,사립,670.9,7927.2
2012,우석대학교,본교,사립,839.3,33354.7
2012,우송대학교,본교,사립,0.0,4770.7
2012,울산대학교,본교,사립,9021.0,76015.0
2012,원광대학교,본교,사립,4193.2,31269.9
2012,원광디지털대학교,본교,사립,0.0,1714.3
2012,위덕대학교,본교,사립,206.3,12170.1
2012,을지대학교,본교,사립,1253.2,4998.9
2012,이화여자대학교,본교,사립,8310.6,119166.3
2012,인제대학교,본교,사립,5247.0,34161.2
2012,인천가톨릭대학교,본교,사립,454.5,0.0
2012,인하대학교,본교,사립,2637.4,89471.5
2012,장로회신학대학교,본교,사립,3097.3,654.0
2012,전주대학교,본교,사립,2419.6,34948.0
2012,제주국제대학교,본교,사립,73.5,4925.9
2012,조선대학교,본교,사립,6482.2,31178.6
2012,중부대학교,본교,사립,0.0,3350.3
2012,중앙대학교,본교,사립,12345.5,78654.0
2012,중앙승가대학교,본교,사립,0.0,0.0
2012,중원대학교,본교,사립,79.4,24482.6
2012,차의과학대학교,본교,사립,347.2,33575.6
2012,창신대학교,본교,사립,0.0,0.0
2012,청운대학교,본교,사립,1694.3,13714.9
2012,청주대학교,본교,사립,5375.2,15710.9
2012,초당대학교,본교,사립,43.1,8191.0
2012,총신대학교,본교,사립,1032.8,0.0
2012,추계예술대학교,본교,사립,500.0,0.0
2012,침례신학대학교,본교,사립,0.0,981.9
2012,칼빈대학교,본교,사립,0.0,0.0
2012,평택대학교,본교,사립,741.0,9907.5
2012,포항공과대학교,본교,사립,21835.6,591671.2
2012,한국국제대학교,본교,사립,209.8,22858.5
2012,한국기술교육대학교,본교,사립,12777.4,115740.0
2012,한국산업기술대학교,본교,사립,7314.7,154183.6
2012,한국성서대학교,본교,사립,857.4,1044.4
2012,한국외국어대학교,본교,사립,5543.0,17843.9
2012,한국항공대학교,본교,사립,5600.0,176550.2
2012,한남대학교,본교,사립,3555.3,35949.2
2012,한동대학교,본교,사립,2388.9,28851.5
2012,한라대학교,본교,사립,1043.1,8935.7
2012,한려대학교,본교,사립,0.0,333.3
2012,한림대학교,본교,사립,3696.9,28031.1
2012,한북대학교,본교,사립,0.0,0.0
2012,한서대학교,본교,사립,2834.5,24081.1
2012,한성대학교,본교,사립,6988.2,12627.8
2012,한세대학교,본교,사립,1665.5,2568.1
2012,한신대학교,본교,사립,1089.5,5184.6
2012,한양대학교,본교,사립,20784.1,168218.6
2012,한양사이버대학교,본교,사립,318.8,3654.3
2012,한일장신대학교,본교,사립,843.6,3025.7
2012,한중대학교,본교,사립,0.0,0.0
2012,협성대학교,본교,사립,1423.2,2281.0
2012,호남대학교,본교,사립,2166.6,17014.1
2012,호남신학대학교,본교,사립,2253.1,62.1
2012,호서대학교,본교,사립,6857.6,31662.8
2012,호원대학교,본교,사립,1843.9,11116.9
2012,홍익대학교,본교,사립,7485.0,25736.2
2012,화신사이버대학교,본교,사립,0.0,0.0
2013,가야대학교(김해),본교,사립,378.9,1700.7
2013,가천대학교,본교,사립,853.0,27637.5
2013,가톨릭관동대학교,본교,사립,882.6,12483.1
2013,가톨릭대학교,본교,사립,7339.9,42164.2
2013,감리교신학대학교,본교,사립,0.0,710.3
2013,강남대학교,본교,사립,983.8,5200.3
2013,강서대학교,본교,사립,1224.5,677.7
2013,건국대학교,본교,사립,5959.3,89684.0
2013,건양대학교,본교,사립,0.0,12612.1
2013,건양사이버대학교,본교,사립,0.0,0.0
2013,경기대학교,본교,사립,2048.0,30212.1
2013,경남대학교,본교,사립,2041.9,28215.6
2013,경동대학교,본교,사립,1071.3,3130.0
2013,경성대학교,본교,사립,2772.1,13644.9
2013,경운대학교,본교,사립,1116.6,7045.2
2013,경일대학교,본교,사립,1599.5,16982.4
2013,경주대학교,본교,사립,59.2,1384.2
2013,경희대학교,본교,사립,9481.5,77585.5
2013,경희사이버대학교,본교,사립,4222.6,6952.4
2013,계명대학교,본교,사립,2891.3,18032.4
2013,고려대학교,본교,사립,9872.8,137544.9
2013,고려사이버대학교,본교,사립,0.0,3211.3
2013,고신대학교,본교,사립,752.3,4552.6
2013,광신대학교,본교,사립,604.5,189.2
2013,광운대학교,본교,사립,9754.9,77393.6
2013,광주가톨릭대학교,본교,사립,0.0,0.0
2013,광주대학교,본교,사립,301.3,3165.7
2013,광주여자대학교,본교,사립,1605.8,9360.4
2013,국민대학교,본교,사립,7555.2,57680.5
