reference_year,survey_round,school_code,campus_type,university_name,field_category,school_type,region_name,founding_type,source_file_name,교원확보율(전임교원)(편제정원),교원확보율(전임교원)(재학생),교원확보율(겸임포함)(편제정원),교원확보율(겸임포함)(재학생),교원확보율(초빙포함)(편제정원),교원확보율(초빙포함)(재학생),겸임교원확보율(편제정원),겸임교원확보율(재학생),겸임교원확보율(편제정원_최종),겸임교원확보율(재학생_최종)
2017,201701,53036000,1,대전가톨릭대학교,공학,대학,세종,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53036000,1,대전가톨릭대학교,소계,대학,세종,사립,2017년교원확보율.xlsx,91.67,220.0,91.67,220.0,91.67,220.0,0.0,0.0,0.0,0.0
2017,201701,53036000,1,대전가톨릭대학교,예체능,대학,세종,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53036000,1,대전가톨릭대학교,의학,대학,세종,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53036000,1,대전가톨릭대학교,인문사회,대학,세종,사립,2017년교원확보율.xlsx,91.67,220.0,91.67,220.0,91.67,220.0,0.0,0.0,0.0,0.0
2017,201701,53036000,1,대전가톨릭대학교,자연과학,대학,세종,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53036000,1,대전가톨릭대학교,총계,대학,세종,사립,2017년교원확보율.xlsx,91.67,220.0,91.67,220.0,91.67,220.0,0.0,0.0,0.0,0.0
2017,201701,53037000,1,대전대학교,공학,대학,대전,사립,2017년교원확보율.xlsx,70.69,75.23,75.0,79.82,81.9,87.16,4.31,4.59,1.293,1.377
2017,201701,53037000,1,대전대학교,소계,대학,대전,사립,2017년교원확보율.xlsx,72.04,73.14,78.49,79.69,85.38,86.68,6.45,6.55,1.935,1.965
2017,201701,53037000,1,대전대학교,예체능,대학,대전,사립,2017년교원확보율.xlsx,53.85,58.33,69.23,75.0,71.79,77.78,15.38,16.67,4.0,4.0
2017,201701,53037000,1,대전대학교,의학,대학,대전,사립,2017년교원확보율.xlsx,46.43,46.43,46.43,46.43,46.43,46.43,0.0,0.0,0.0,0.0
2017,201701,53037000,1,대전대학교,인문사회,대학,대전,사립,2017년교원확보율.xlsx,77.1,76.39,83.18,82.41,93.93,93.06,6.08,6.02,1.824,1.806
2017,201701,53037000,1,대전대학교,자연과학,대학,대전,사립,2017년교원확보율.xlsx,69.79,69.07,76.04,75.26,76.04,75.26,6.25,6.19,1.875,1.857
2017,201701,53037000,1,대전대학교,총계,대학,대전,사립,2017년교원확보율.xlsx,69.29,70.23,75.05,76.07,81.19,82.3,5.76,5.84,1.728,1.752
2017,201701,53154000,1,대전신학대학교,공학,대학,대전,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53154000,1,대전신학대학교,소계,대학,대전,사립,2017년교원확보율.xlsx,52.94,75.0,64.71,91.67,64.71,91.67,11.77,16.67,3.531,4.0
2017,201701,53154000,1,대전신학대학교,예체능,대학,대전,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53154000,1,대전신학대학교,의학,대학,대전,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53154000,1,대전신학대학교,인문사회,대학,대전,사립,2017년교원확보율.xlsx,52.94,75.0,64.71,91.67,64.71,91.67,11.77,16.67,3.531,4.0
2017,201701,53154000,1,대전신학대학교,자연과학,대학,대전,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53154000,1,대전신학대학교,총계,대학,대전,사립,2017년교원확보율.xlsx,52.94,75.0,64.71,91.67,64.71,91.67,11.77,16.67,3.531,4.0
2017,201701,53038000,1,대진대학교,공학,대학,경기,사립,2017년교원확보율.xlsx,57.38,61.95,59.02,63.72,59.84,64.6,1.64,1.77,0.492,0.531
2017,201701,53038000,1,대진대학교,소계,대학,경기,사립,2017년교원확보율.xlsx,71.58,74.11,74.47,77.38,84.74,87.74,2.89,3.27,0.867,0.981
2017,201701,53038000,1,대진대학교,예체능,대학,경기,사립,2017년교원확보율.xlsx,72.0,75.0,76.0,79.17,92.0,93.75,4.0,4.17,1.2,1.251
2017,201701,53038000,1,대진대학교,의학,대학,경기,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53038000,1,대진대학교,인문사회,대학,경기,사립,2017년교원확보율.xlsx,87.34,85.71,91.14,90.06,106.96,105.59,3.8,4.35,1.14,1.305
2017,201701,53038000,1,대진대학교,자연과학,대학,경기,사립,2017년교원확보율.xlsx,56.0,62.22,58.0,64.44,68.0,75.56,2.0,2.22,0.6,0.666
2017,201701,53038000,1,대진대학교,총계,대학,경기,사립,2017년교원확보율.xlsx,71.58,74.11,74.47,77.38,84.74,87.74,2.89,3.27,0.867,0.981
2017,201701,53040000,1,덕성여자대학교,공학,대학,서울,사립,2017년교원확보율.xlsx,61.11,57.89,61.11,57.89,61.11,57.89,0.0,0.0,0.0,0.0
2017,201701,53040000,1,덕성여자대학교,소계,대학,서울,사립,2017년교원확보율.xlsx,75.58,70.4,77.52,72.2,77.52,72.2,1.94,1.8,0.582,0.54
2017,201701,53040000,1,덕성여자대학교,예체능,대학,서울,사립,2017년교원확보율.xlsx,62.86,56.41,62.86,56.41,62.86,56.41,0.0,0.0,0.0,0.0
2017,201701,53040000,1,덕성여자대학교,의학,대학,서울,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53040000,1,덕성여자대학교,인문사회,대학,서울,사립,2017년교원확보율.xlsx,88.89,80.0,92.59,83.33,92.59,83.33,3.7,3.33,1.11,0.999
2017,201701,53040000,1,덕성여자대학교,자연과학,대학,서울,사립,2017년교원확보율.xlsx,60.0,60.87,60.0,60.87,60.0,60.87,0.0,0.0,0.0,0.0
2017,201701,53040000,1,덕성여자대학교,총계,대학,서울,사립,2017년교원확보율.xlsx,75.58,70.4,77.52,72.2,77.52,72.2,1.94,1.8,0.582,0.54
2017,201701,53041000,1,동국대학교,공학,대학,서울,사립,2017년교원확보율.xlsx,86.21,81.4,88.67,83.72,93.1,87.91,2.46,2.32,0.738,0.696
2017,201701,53041000,2,동국대학교,공학,대학,경북,사립,2017년교원확보율.xlsx,46.43,47.27,51.79,52.73,55.36,56.36,5.36,5.46,1.608,1.638
2017,201701,53041000,1,동국대학교,소계,대학,서울,사립,2017년교원확보율.xlsx,82.05,73.52,85.02,76.18,92.98,83.31,2.97,2.66,0.891,0.798
2017,201701,53041000,2,동국대학교,소계,대학,경북,사립,2017년교원확보율.xlsx,82.0,80.39,85.14,83.19,94.29,92.16,3.14,2.8,0.942,0.84
2017,201701,53041000,1,동국대학교,예체능,대학,서울,사립,2017년교원확보율.xlsx,50.0,44.83,55.13,49.43,58.97,52.87,5.13,4.6,1.539,1.38
2017,201701,53041000,2,동국대학교,예체능,대학,경북,사립,2017년교원확보율.xlsx,43.33,44.83,56.67,55.17,63.33,62.07,13.34,10.34,4.0,3.102
2017,201701,53041000,1,동국대학교,의학,대학,서울,사립,2017년교원확보율.xlsx,568.42,720.0,568.42,720.0,568.42,720.0,0.0,0.0,0.0,0.0
2017,201701,53041000,2,동국대학교,의학,대학,경북,사립,2017년교원확보율.xlsx,120.48,120.48,120.48,120.48,120.48,120.48,0.0,0.0,0.0,0.0
2017,201701,53041000,1,동국대학교,인문사회,대학,서울,사립,2017년교원확보율.xlsx,78.99,68.43,82.45,71.43,93.88,81.34,3.46,3.0,1.038,0.9
2017,201701,53041000,2,동국대학교,인문사회,대학,경북,사립,2017년교원확보율.xlsx,90.11,84.97,91.76,86.53,103.85,97.93,1.65,1.56,0.495,0.468
2017,201701,53041000,1,동국대학교,자연과학,대학,서울,사립,2017년교원확보율.xlsx,115.48,106.59,115.48,106.59,120.24,110.99,0.0,0.0,0.0,0.0
2017,201701,53041000,2,동국대학교,자연과학,대학,경북,사립,2017년교원확보율.xlsx,102.44,105.0,103.66,106.25,110.98,113.75,1.22,1.25,0.366,0.375
2017,201701,53041000,1,동국대학교,총계,대학,서울,사립,2017년교원확보율.xlsx,94.21,85.04,97.11,87.65,104.87,94.66,2.9,2.61,0.87,0.783
2017,201701,53041000,2,동국대학교,총계,대학,경북,사립,2017년교원확보율.xlsx,89.38,87.95,91.92,90.23,99.31,97.5,2.54,2.28,0.762,0.684
2017,201701,53042000,1,동덕여자대학교,공학,대학,서울,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53042000,1,동덕여자대학교,소계,대학,서울,사립,2017년교원확보율.xlsx,71.69,71.26,76.51,76.05,76.81,76.35,4.82,4.79,1.446,1.437
2017,201701,53042000,1,동덕여자대학교,예체능,대학,서울,사립,2017년교원확보율.xlsx,52.7,58.21,59.46,65.67,60.14,66.42,6.76,7.46,2.028,2.238
2017,201701,53042000,1,동덕여자대학교,의학,대학,서울,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53042000,1,동덕여자대학교,인문사회,대학,서울,사립,2017년교원확보율.xlsx,102.59,92.97,104.31,94.53,104.31,94.53,1.72,1.56,0.516,0.468
2017,201701,53042000,1,동덕여자대학교,자연과학,대학,서울,사립,2017년교원확보율.xlsx,60.29,56.94,66.18,62.5,66.18,62.5,5.89,5.56,1.767,1.668
2017,201701,53042000,1,동덕여자대학교,총계,대학,서울,사립,2017년교원확보율.xlsx,71.69,71.26,76.51,76.05,76.81,76.35,4.82,4.79,1.446,1.437
2017,201701,53152000,1,동명대학교,공학,대학,부산,사립,2017년교원확보율.xlsx,91.62,84.07,105.99,97.25,106.59,97.8,14.37,13.18,4.0,3.954
2017,201701,53152000,1,동명대학교,소계,대학,부산,사립,2017년교원확보율.xlsx,76.36,71.5,90.76,85.5,93.21,87.79,14.4,14.0,4.0,4.0
2017,201701,53152000,1,동명대학교,예체능,대학,부산,사립,2017년교원확보율.xlsx,44.19,43.18,62.79,61.36,62.79,61.36,18.6,18.18,4.0,4.0
2017,201701,53152000,1,동명대학교,의학,대학,부산,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53152000,1,동명대학교,인문사회,대학,부산,사립,2017년교원확보율.xlsx,70.31,66.67,83.59,80.74,89.84,86.67,13.28,14.07,3.984,4.0
2017,201701,53152000,1,동명대학교,자연과학,대학,부산,사립,2017년교원확보율.xlsx,63.33,59.38,76.67,71.88,76.67,71.88,13.34,12.5,4.0,3.75
2017,201701,53152000,1,동명대학교,총계,대학,부산,사립,2017년교원확보율.xlsx,76.36,71.5,90.76,85.5,93.21,87.79,14.4,14.0,4.0,4.0
2017,201701,53043000,1,동서대학교,공학,대학,부산,사립,2017년교원확보율.xlsx,76.58,76.1,91.14,90.57,92.41,91.82,14.56,14.47,4.0,4.0
2017,201701,53043000,1,동서대학교,소계,대학,부산,사립,2017년교원확보율.xlsx,73.61,69.46,85.36,80.54,90.93,86.19,11.75,11.08,3.525,3.324
2017,201701,53043000,1,동서대학교,예체능,대학,부산,사립,2017년교원확보율.xlsx,69.89,65.0,89.25,83.0,89.25,85.0,19.36,18.0,4.0,4.0
2017,201701,53043000,1,동서대학교,의학,대학,부산,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53043000,1,동서대학교,인문사회,대학,부산,사립,2017년교원확보율.xlsx,75.96,68.14,84.15,75.49,95.63,85.78,8.19,7.35,2.457,2.205
2017,201701,53043000,1,동서대학교,자연과학,대학,부산,사립,2017년교원확보율.xlsx,62.75,62.75,64.71,64.71,72.55,72.55,1.96,1.96,0.588,0.588
2017,201701,53043000,1,동서대학교,총계,대학,부산,사립,2017년교원확보율.xlsx,73.61,69.46,85.36,80.54,90.93,86.19,11.75,11.08,3.525,3.324
2017,201701,53044000,1,동신대학교,공학,대학,전남,사립,2017년교원확보율.xlsx,77.92,77.92,87.01,87.01,87.01,87.01,9.09,9.09,2.727,2.727
2017,201701,53044000,1,동신대학교,소계,대학,전남,사립,2017년교원확보율.xlsx,78.42,75.0,81.76,78.2,85.11,81.4,3.34,3.2,1.002,0.96
2017,201701,53044000,1,동신대학교,예체능,대학,전남,사립,2017년교원확보율.xlsx,70.0,75.0,70.0,75.0,80.0,85.71,0.0,0.0,0.0,0.0
2017,201701,53044000,1,동신대학교,의학,대학,전남,사립,2017년교원확보율.xlsx,74.19,63.89,74.19,63.89,74.19,63.89,0.0,0.0,0.0,0.0
2017,201701,53044000,1,동신대학교,인문사회,대학,전남,사립,2017년교원확보율.xlsx,98.04,90.09,100.98,92.79,108.82,100.0,2.94,2.7,0.882,0.81
2017,201701,53044000,1,동신대학교,자연과학,대학,전남,사립,2017년교원확보율.xlsx,64.17,60.16,65.0,60.94,65.0,60.94,0.83,0.78,0.249,0.234
2017,201701,53044000,1,동신대학교,총계,대학,전남,사립,2017년교원확보율.xlsx,78.06,73.95,81.11,76.84,84.17,79.74,3.05,2.89,0.915,0.867
2017,201701,53045000,1,동아대학교,공학,대학,부산,사립,2017년교원확보율.xlsx,60.74,55.78,64.44,59.18,64.44,59.18,3.7,3.4,1.11,1.02
2017,201701,53045000,1,동아대학교,소계,대학,부산,사립,2017년교원확보율.xlsx,73.58,69.57,77.11,72.9,78.82,74.52,3.53,3.33,1.059,0.999
2017,201701,53045000,1,동아대학교,예체능,대학,부산,사립,2017년교원확보율.xlsx,53.91,55.86,55.65,57.66,55.65,57.66,1.74,1.8,0.522,0.54
2017,201701,53045000,1,동아대학교,의학,대학,부산,사립,2017년교원확보율.xlsx,327.27,334.88,327.27,334.88,327.27,334.88,0.0,0.0,0.0,0.0
2017,201701,53045000,1,동아대학교,인문사회,대학,부산,사립,2017년교원확보율.xlsx,82.82,74.94,86.92,78.65,89.49,80.97,4.1,3.71,1.23,1.113
2017,201701,53045000,1,동아대학교,자연과학,대학,부산,사립,2017년교원확보율.xlsx,86.88,90.85,90.0,94.12,93.75,98.04,3.12,3.27,0.936,0.981
2017,201701,53045000,1,동아대학교,총계,대학,부산,사립,2017년교원확보율.xlsx,84.98,80.62,88.36,83.82,89.99,85.37,3.38,3.2,1.014,0.96
2017,201701,53046000,1,동양대학교,공학,대학,경북,사립,2017년교원확보율.xlsx,63.83,66.67,64.89,67.78,69.15,72.22,1.06,1.11,0.318,0.333
2017,201701,53046000,1,동양대학교,소계,대학,경북,사립,2017년교원확보율.xlsx,71.95,73.61,72.4,74.07,80.09,81.94,0.45,0.46,0.135,0.138
2017,201701,53046000,1,동양대학교,예체능,대학,경북,사립,2017년교원확보율.xlsx,68.57,77.42,68.57,77.42,68.57,77.42,0.0,0.0,0.0,0.0
2017,201701,53046000,1,동양대학교,의학,대학,경북,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53046000,1,동양대학교,인문사회,대학,경북,사립,2017년교원확보율.xlsx,87.01,84.81,87.01,84.81,103.9,101.27,0.0,0.0,0.0,0.0
2017,201701,53046000,1,동양대학교,자연과학,대학,경북,사립,2017년교원확보율.xlsx,53.33,50.0,53.33,50.0,53.33,50.0,0.0,0.0,0.0,0.0
2017,201701,53046000,1,동양대학교,총계,대학,경북,사립,2017년교원확보율.xlsx,71.95,73.61,72.4,74.07,80.09,81.94,0.45,0.46,0.135,0.138
2017,201701,53047000,1,동의대학교,공학,대학,부산,사립,2017년교원확보율.xlsx,73.98,71.33,83.27,80.29,83.27,80.29,9.29,8.96,2.787,2.688
2017,201701,53047000,1,동의대학교,소계,대학,부산,사립,2017년교원확보율.xlsx,74.73,70.88,82.88,78.61,85.05,80.67,8.15,7.73,2.445,2.319
2017,201701,53047000,1,동의대학교,예체능,대학,부산,사립,2017년교원확보율.xlsx,70.37,71.25,87.65,88.75,87.65,88.75,17.28,17.5,4.0,4.0
2017,201701,53047000,1,동의대학교,의학,대학,부산,사립,2017년교원확보율.xlsx,103.13,110.0,106.25,113.33,106.25,113.33,3.12,3.33,0.936,0.999
2017,201701,53047000,1,동의대학교,인문사회,대학,부산,사립,2017년교원확보율.xlsx,88.85,77.52,94.23,82.21,100.38,87.58,5.38,4.69,1.614,1.407
2017,201701,53047000,1,동의대학교,자연과학,대학,부산,사립,2017년교원확보율.xlsx,50.0,52.94,55.56,58.82,55.56,58.82,5.56,5.88,1.668,1.764
2017,201701,53047000,1,동의대학교,총계,대학,부산,사립,2017년교원확보율.xlsx,75.91,72.33,83.85,79.9,85.94,81.89,7.94,7.57,2.382,2.271
2017,201701,53048000,1,루터대학교,공학,대학,경기,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53048000,1,루터대학교,소계,대학,경기,사립,2017년교원확보율.xlsx,105.0,116.67,120.0,133.33,120.0,133.33,15.0,16.66,4.0,4.0
2017,201701,53048000,1,루터대학교,예체능,대학,경기,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53048000,1,루터대학교,의학,대학,경기,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53048000,1,루터대학교,인문사회,대학,경기,사립,2017년교원확보율.xlsx,105.0,116.67,120.0,133.33,120.0,133.33,15.0,16.66,4.0,4.0
2017,201701,53048000,1,루터대학교,자연과학,대학,경기,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53048000,1,루터대학교,총계,대학,경기,사립,2017년교원확보율.xlsx,105.0,116.67,120.0,133.33,120.0,133.33,15.0,16.66,4.0,4.0
2017,201701,53049000,1,명지대학교,공학,대학,경기,사립,2017년교원확보율.xlsx,72.76595744680851,66.53696498054474,77.4468085106383,70.8171206225681,77.4468085106383,70.8171206225681,4.6808510638,4.280155642,1.4042553191,1.2840466926
2017,201701,53049000,1,명지대학교,소계,대학,경기,사립,2017년교원확보율.xlsx,82.40469208211144,74.14248021108179,85.19061583577712,76.64907651715039,85.19061583577712,76.64907651715039,2.7859237537,2.5065963061,0.8357771261,0.7519788918
2017,201701,53049000,1,명지대학교,예체능,대학,경기,사립,2017년교원확보율.xlsx,51.14503816793893,54.91803278688525,53.43511450381679,57.377049180327866,53.43511450381679,57.377049180327866,2.2900763359,2.4590163934,0.6870229008,0.737704918
2017,201701,53049000,1,명지대학교,의학,대학,경기,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53049000,1,명지대학교,인문사회,대학,경기,사립,2017년교원확보율.xlsx,100.0,80.85106382978722,101.8796992481203,82.37082066869301,101.8796992481203,82.37082066869301,1.8796992481,1.5197568389,0.5639097744,0.4559270517
2017,201701,53049000,1,명지대학교,자연과학,대학,경기,사립,2017년교원확보율.xlsx,115.99999999999999,115.99999999999999,115.99999999999999,115.99999999999999,115.99999999999999,115.99999999999999,0.0,0.0,0.0,0.0
2017,201701,53049000,1,명지대학교,총계,대학,경기,사립,2017년교원확보율.xlsx,82.40469208211144,74.14248021108179,85.19061583577712,76.64907651715039,85.19061583577712,76.64907651715039,2.7859237537,2.5065963061,0.8357771261,0.7519788918
2017,201701,53050000,1,목원대학교,공학,대학,대전,사립,2017년교원확보율.xlsx,76.47,78.79,85.29,87.88,85.29,87.88,8.82,9.09,2.646,2.727
2017,201701,53050000,1,목원대학교,소계,대학,대전,사립,2017년교원확보율.xlsx,73.65,73.46,82.51,82.31,82.51,82.31,8.86,8.85,2.658,2.655
2017,201701,53050000,1,목원대학교,예체능,대학,대전,사립,2017년교원확보율.xlsx,64.41,64.41,77.97,77.97,77.97,77.97,13.56,13.56,4.0,4.0
2017,201701,53050000,1,목원대학교,의학,대학,대전,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53050000,1,목원대학교,인문사회,대학,대전,사립,2017년교원확보율.xlsx,80.95,79.53,88.1,86.55,88.1,86.55,7.15,7.02,2.145,2.106
2017,201701,53050000,1,목원대학교,자연과학,대학,대전,사립,2017년교원확보율.xlsx,67.31,67.31,71.15,71.15,71.15,71.15,3.84,3.84,1.152,1.152
2017,201701,53050000,1,목원대학교,총계,대학,대전,사립,2017년교원확보율.xlsx,73.65,73.46,82.51,82.31,82.51,82.31,8.86,8.85,2.658,2.655
2017,201701,53138000,1,목포가톨릭대학교,공학,대학,전남,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53138000,1,목포가톨릭대학교,소계,대학,전남,사립,2017년교원확보율.xlsx,84.0,77.78,84.0,77.78,84.0,77.78,0.0,0.0,0.0,0.0
2017,201701,53138000,1,목포가톨릭대학교,예체능,대학,전남,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53138000,1,목포가톨릭대학교,의학,대학,전남,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53138000,1,목포가톨릭대학교,인문사회,대학,전남,사립,2017년교원확보율.xlsx,128.57,150.0,128.57,150.0,128.57,150.0,0.0,0.0,0.0,0.0
2017,201701,53138000,1,목포가톨릭대학교,자연과학,대학,전남,사립,2017년교원확보율.xlsx,66.67,57.14,66.67,57.14,66.67,57.14,0.0,0.0,0.0,0.0
2017,201701,53138000,1,목포가톨릭대학교,총계,대학,전남,사립,2017년교원확보율.xlsx,84.0,77.78,84.0,77.78,84.0,77.78,0.0,0.0,0.0,0.0
2017,201701,51008000,1,목포대학교,공학,대학,전남,국립,2017년교원확보율.xlsx,81.45,82.11,83.06,83.74,85.48,86.18,1.61,1.63,0.483,0.489
2017,201701,51008000,1,목포대학교,소계,대학,전남,국립,2017년교원확보율.xlsx,78.43,78.23,80.2,80.0,82.49,82.28,1.77,1.77,0.531,0.531
2017,201701,51008000,1,목포대학교,예체능,대학,전남,국립,2017년교원확보율.xlsx,75.0,72.0,87.5,84.0,87.5,84.0,12.5,12.0,3.75,3.6
2017,201701,51008000,1,목포대학교,의학,대학,전남,국립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,51008000,1,목포대학교,인문사회,대학,전남,국립,2017년교원확보율.xlsx,72.61,72.15,73.89,73.42,75.8,75.32,1.28,1.27,0.384,0.381
2017,201701,51008000,1,목포대학교,자연과학,대학,전남,국립,2017년교원확보율.xlsx,85.39,85.39,85.39,85.39,88.76,88.76,0.0,0.0,0.0,0.0
2017,201701,51008000,1,목포대학교,총계,대학,전남,국립,2017년교원확보율.xlsx,78.43,78.23,80.2,80.0,82.49,82.28,1.77,1.77,0.531,0.531
2017,201701,51009000,1,목포해양대학교,공학,대학,전남,국립,2017년교원확보율.xlsx,75.34,79.14,75.34,79.14,80.82,84.89,0.0,0.0,0.0,0.0
2017,201701,51009000,1,목포해양대학교,소계,대학,전남,국립,2017년교원확보율.xlsx,75.34,79.14,75.34,79.14,80.82,84.89,0.0,0.0,0.0,0.0
2017,201701,51009000,1,목포해양대학교,예체능,대학,전남,국립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,51009000,1,목포해양대학교,의학,대학,전남,국립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,51009000,1,목포해양대학교,인문사회,대학,전남,국립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,51009000,1,목포해양대학교,자연과학,대학,전남,국립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,51009000,1,목포해양대학교,총계,대학,전남,국립,2017년교원확보율.xlsx,75.34,79.14,75.34,79.14,80.82,84.89,0.0,0.0,0.0,0.0
2017,201701,53051000,1,배재대학교,공학,대학,대전,사립,2017년교원확보율.xlsx,58.51,61.11,59.57,62.22,59.57,62.22,1.06,1.11,0.318,0.333
2017,201701,53051000,1,배재대학교,소계,대학,대전,사립,2017년교원확보율.xlsx,75.7,76.78,78.27,79.38,78.27,79.38,2.57,2.6,0.771,0.78
2017,201701,53051000,1,배재대학교,예체능,대학,대전,사립,2017년교원확보율.xlsx,38.0,39.58,44.0,45.83,44.0,45.83,6.0,6.25,1.8,1.875
2017,201701,53051000,1,배재대학교,의학,대학,대전,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53051000,1,배재대학교,인문사회,대학,대전,사립,2017년교원확보율.xlsx,97.47,97.47,100.51,100.51,100.51,100.51,3.04,3.04,0.912,0.912
2017,201701,53051000,1,배재대학교,자연과학,대학,대전,사립,2017년교원확보율.xlsx,66.28,66.28,67.44,67.44,67.44,67.44,1.16,1.16,0.348,0.348
2017,201701,53051000,1,배재대학교,총계,대학,대전,사립,2017년교원확보율.xlsx,75.7,76.78,78.27,79.38,78.27,79.38,2.57,2.6,0.771,0.78
2017,201701,53101000,1,백석대학교,공학,대학,충남,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53101000,1,백석대학교,소계,대학,충남,사립,2017년교원확보율.xlsx,75.72,74.48,82.85,81.49,83.61,82.24,7.13,7.01,2.139,2.103
2017,201701,53101000,1,백석대학교,예체능,대학,충남,사립,2017년교원확보율.xlsx,76.71,78.87,94.52,97.18,94.52,97.18,17.81,18.31,4.0,4.0
2017,201701,53101000,1,백석대학교,의학,대학,충남,사립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,201701,53101000,1,백석대학교,인문사회,대학,충남,사립,2017년교원확보율.xlsx,77.92,75.99,82.23,80.2,83.5,81.44,4.31,4.21,1.293,1.263
2017,201701,53101000,1,백석대학교,자연과학,대학,충남,사립,2017년교원확보율.xlsx,67.23,64.52,70.59,67.74,70.59,67.74,3.36,3.22,1.008,0.966
2017,201701,53101000,1,백석대학교,총계,대학,충남,사립,2017년교원확보율.xlsx,75.72,74.48,82.85,81.49,83.61,82.24,7.13,7.01,2.139,2.103
2017,201701,51010000,1,부경대학교,공학,대학,부산,국립,2017년교원확보율.xlsx,69.52,61.09,73.33,64.44,73.81,64.85,3.81,3.35,1.143,1.005
2017,201701,51010000,1,부경대학교,소계,대학,부산,국립,2017년교원확보율.xlsx,71.58,63.31,75.06,66.38,76.14,67.34,3.48,3.07,1.044,0.921
2017,201701,51010000,1,부경대학교,예체능,대학,부산,국립,2017년교원확보율.xlsx,42.42,41.18,48.48,47.06,48.48,47.06,6.06,5.88,1.818,1.764
2017,201701,51010000,1,부경대학교,의학,대학,부산,국립,2017년교원확보율.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
